__typename,dateString,countryCode,countryName,sectorCode,sectorName,value
HiringLabSectoralPosting,2020-09-22,US,United States,mednurse,Nursing,101.38
HiringLabSectoralPosting,2020-09-22,US,United States,techsoftware,Software Development,73.86
HiringLabSectoralPosting,2020-09-23,US,United States,arts,Arts & Entertainment,64.84
HiringLabSectoralPosting,2020-09-23,US,United States,finance,Banking & Finance,82.15
HiringLabSectoralPosting,2020-09-23,US,United States,legal,Legal,68.47
HiringLabSectoralPosting,2020-09-23,US,United States,management,Management,87.51
HiringLabSectoralPosting,2020-09-23,US,United States,mednurse,Nursing,101.75
HiringLabSectoralPosting,2020-09-23,US,United States,techsoftware,Software Development,73.82
HiringLabSectoralPosting,2020-09-24,US,United States,arts,Arts & Entertainment,64.7
HiringLabSectoralPosting,2020-09-24,US,United States,finance,Banking & Finance,82.2
HiringLabSectoralPosting,2020-09-24,US,United States,legal,Legal,68.7
HiringLabSectoralPosting,2020-09-24,US,United States,management,Management,87.67
HiringLabSectoralPosting,2020-09-24,US,United States,mednurse,Nursing,101.88
HiringLabSectoralPosting,2020-09-24,US,United States,techsoftware,Software Development,73.79
HiringLabSectoralPosting,2020-09-25,US,United States,arts,Arts & Entertainment,64.52
HiringLabSectoralPosting,2020-09-25,US,United States,finance,Banking & Finance,82.4
HiringLabSectoralPosting,2020-09-25,US,United States,legal,Legal,68.94
HiringLabSectoralPosting,2020-09-25,US,United States,management,Management,87.82
HiringLabSectoralPosting,2020-09-25,US,United States,mednurse,Nursing,101.97
HiringLabSectoralPosting,2020-09-25,US,United States,techsoftware,Software Development,73.91
HiringLabSectoralPosting,2020-09-26,US,United States,arts,Arts & Entertainment,64.49
HiringLabSectoralPosting,2020-09-26,US,United States,finance,Banking & Finance,82.63
HiringLabSectoralPosting,2020-09-26,US,United States,legal,Legal,69.18
HiringLabSectoralPosting,2020-09-26,US,United States,management,Management,88.04
HiringLabSectoralPosting,2020-09-26,US,United States,mednurse,Nursing,102.03
HiringLabSectoralPosting,2020-09-26,US,United States,techsoftware,Software Development,73.99
HiringLabSectoralPosting,2020-09-27,US,United States,arts,Arts & Entertainment,64.48
HiringLabSectoralPosting,2020-09-27,US,United States,finance,Banking & Finance,82.85
HiringLabSectoralPosting,2020-09-27,US,United States,legal,Legal,69.34
HiringLabSectoralPosting,2020-09-27,US,United States,management,Management,88.17
HiringLabSectoralPosting,2020-09-27,US,United States,mednurse,Nursing,102.14
HiringLabSectoralPosting,2020-09-27,US,United States,techsoftware,Software Development,74.06
HiringLabSectoralPosting,2020-09-28,US,United States,arts,Arts & Entertainment,64.54
HiringLabSectoralPosting,2020-09-28,US,United States,finance,Banking & Finance,83.01
HiringLabSectoralPosting,2020-09-28,US,United States,legal,Legal,69.62
HiringLabSectoralPosting,2020-09-28,US,United States,management,Management,88.4
HiringLabSectoralPosting,2020-09-28,US,United States,mednurse,Nursing,102.31
HiringLabSectoralPosting,2020-09-28,US,United States,techsoftware,Software Development,74.3
HiringLabSectoralPosting,2020-09-29,US,United States,arts,Arts & Entertainment,64.66
HiringLabSectoralPosting,2020-09-29,US,United States,finance,Banking & Finance,83.15
HiringLabSectoralPosting,2020-09-29,US,United States,legal,Legal,69.92
HiringLabSectoralPosting,2020-09-29,US,United States,management,Management,88.57
HiringLabSectoralPosting,2020-09-29,US,United States,mednurse,Nursing,102.58
HiringLabSectoralPosting,2020-09-29,US,United States,techsoftware,Software Development,74.52
HiringLabSectoralPosting,2020-09-30,US,United States,arts,Arts & Entertainment,64.92
HiringLabSectoralPosting,2020-09-30,US,United States,finance,Banking & Finance,83.51
HiringLabSectoralPosting,2020-09-30,US,United States,legal,Legal,70.29
HiringLabSectoralPosting,2020-09-30,US,United States,management,Management,88.78
HiringLabSectoralPosting,2020-09-30,US,United States,mednurse,Nursing,102.87
HiringLabSectoralPosting,2020-09-30,US,United States,techsoftware,Software Development,74.86
HiringLabSectoralPosting,2020-10-01,US,United States,arts,Arts & Entertainment,65.32
HiringLabSectoralPosting,2020-10-01,US,United States,finance,Banking & Finance,83.83
HiringLabSectoralPosting,2020-10-01,US,United States,legal,Legal,70.51
HiringLabSectoralPosting,2020-10-01,US,United States,management,Management,88.83
HiringLabSectoralPosting,2020-10-01,US,United States,mednurse,Nursing,103.17
HiringLabSectoralPosting,2020-10-01,US,United States,techsoftware,Software Development,75.11
HiringLabSectoralPosting,2020-10-02,US,United States,arts,Arts & Entertainment,65.69
HiringLabSectoralPosting,2020-10-02,US,United States,finance,Banking & Finance,84.06
HiringLabSectoralPosting,2020-10-02,US,United States,legal,Legal,70.74
HiringLabSectoralPosting,2020-10-02,US,United States,management,Management,88.99
HiringLabSectoralPosting,2020-10-02,US,United States,mednurse,Nursing,103.51
HiringLabSectoralPosting,2020-10-02,US,United States,techsoftware,Software Development,75.34
HiringLabSectoralPosting,2020-10-03,US,United States,arts,Arts & Entertainment,66.19
HiringLabSectoralPosting,2020-10-03,US,United States,finance,Banking & Finance,84.45
HiringLabSectoralPosting,2020-10-03,US,United States,legal,Legal,71
HiringLabSectoralPosting,2020-10-03,US,United States,management,Management,89.07
HiringLabSectoralPosting,2020-10-03,US,United States,mednurse,Nursing,103.95
HiringLabSectoralPosting,2020-10-03,US,United States,techsoftware,Software Development,75.64
HiringLabSectoralPosting,2020-10-04,US,United States,arts,Arts & Entertainment,66.16
HiringLabSectoralPosting,2020-10-04,US,United States,finance,Banking & Finance,84.68
HiringLabSectoralPosting,2020-10-04,US,United States,legal,Legal,71.21
HiringLabSectoralPosting,2020-10-04,US,United States,management,Management,89.22
HiringLabSectoralPosting,2020-10-04,US,United States,mednurse,Nursing,104.37
HiringLabSectoralPosting,2020-10-04,US,United States,techsoftware,Software Development,75.95
HiringLabSectoralPosting,2020-10-05,US,United States,arts,Arts & Entertainment,66.42
HiringLabSectoralPosting,2020-10-05,US,United States,finance,Banking & Finance,84.95
HiringLabSectoralPosting,2020-10-05,US,United States,legal,Legal,71.41
HiringLabSectoralPosting,2020-10-05,US,United States,management,Management,89.34
HiringLabSectoralPosting,2020-10-05,US,United States,mednurse,Nursing,104.78
HiringLabSectoralPosting,2020-10-05,US,United States,techsoftware,Software Development,76.14
HiringLabSectoralPosting,2020-10-06,US,United States,arts,Arts & Entertainment,66.62
HiringLabSectoralPosting,2020-10-06,US,United States,finance,Banking & Finance,85.15
HiringLabSectoralPosting,2020-10-06,US,United States,legal,Legal,71.54
HiringLabSectoralPosting,2020-10-06,US,United States,management,Management,89.41
HiringLabSectoralPosting,2020-10-06,US,United States,mednurse,Nursing,105.05
HiringLabSectoralPosting,2020-10-06,US,United States,techsoftware,Software Development,76.31
HiringLabSectoralPosting,2020-10-07,US,United States,arts,Arts & Entertainment,66.86
HiringLabSectoralPosting,2020-10-07,US,United States,finance,Banking & Finance,85.23
HiringLabSectoralPosting,2020-10-07,US,United States,legal,Legal,71.67
HiringLabSectoralPosting,2020-10-07,US,United States,management,Management,89.55
HiringLabSectoralPosting,2020-10-07,US,United States,mednurse,Nursing,105.3
HiringLabSectoralPosting,2020-10-07,US,United States,techsoftware,Software Development,76.42
HiringLabSectoralPosting,2020-10-08,US,United States,arts,Arts & Entertainment,67.17
HiringLabSectoralPosting,2020-10-08,US,United States,finance,Banking & Finance,85.39
HiringLabSectoralPosting,2020-10-08,US,United States,legal,Legal,71.89
HiringLabSectoralPosting,2020-10-08,US,United States,management,Management,89.72
HiringLabSectoralPosting,2020-10-08,US,United States,mednurse,Nursing,105.62
HiringLabSectoralPosting,2020-10-08,US,United States,techsoftware,Software Development,76.59
HiringLabSectoralPosting,2020-10-09,US,United States,arts,Arts & Entertainment,67.57
HiringLabSectoralPosting,2020-10-09,US,United States,finance,Banking & Finance,85.65
HiringLabSectoralPosting,2020-10-09,US,United States,legal,Legal,72.16
HiringLabSectoralPosting,2020-10-09,US,United States,management,Management,89.66
HiringLabSectoralPosting,2020-10-09,US,United States,mednurse,Nursing,105.91
HiringLabSectoralPosting,2020-10-09,US,United States,techsoftware,Software Development,76.75
HiringLabSectoralPosting,2020-10-10,US,United States,arts,Arts & Entertainment,67.76
HiringLabSectoralPosting,2020-10-10,US,United States,finance,Banking & Finance,85.71
HiringLabSectoralPosting,2020-10-10,US,United States,legal,Legal,72.49
HiringLabSectoralPosting,2020-10-10,US,United States,management,Management,89.67
HiringLabSectoralPosting,2020-10-10,US,United States,mednurse,Nursing,106.15
HiringLabSectoralPosting,2020-10-10,US,United States,techsoftware,Software Development,76.78
HiringLabSectoralPosting,2020-10-11,US,United States,arts,Arts & Entertainment,68.17
HiringLabSectoralPosting,2020-10-11,US,United States,finance,Banking & Finance,86.03
HiringLabSectoralPosting,2020-10-11,US,United States,legal,Legal,72.87
HiringLabSectoralPosting,2020-10-11,US,United States,management,Management,89.72
HiringLabSectoralPosting,2020-10-11,US,United States,mednurse,Nursing,106.35
HiringLabSectoralPosting,2020-10-11,US,United States,techsoftware,Software Development,76.89
HiringLabSectoralPosting,2020-10-12,US,United States,arts,Arts & Entertainment,68.31
HiringLabSectoralPosting,2020-10-12,US,United States,finance,Banking & Finance,86.29
HiringLabSectoralPosting,2020-10-12,US,United States,legal,Legal,73.24
HiringLabSectoralPosting,2020-10-12,US,United States,management,Management,89.8
HiringLabSectoralPosting,2020-10-12,US,United States,mednurse,Nursing,106.56
HiringLabSectoralPosting,2020-10-12,US,United States,techsoftware,Software Development,77.07
HiringLabSectoralPosting,2020-10-13,US,United States,arts,Arts & Entertainment,68.46
HiringLabSectoralPosting,2020-10-13,US,United States,finance,Banking & Finance,86.79
HiringLabSectoralPosting,2020-10-13,US,United States,legal,Legal,73.61
HiringLabSectoralPosting,2020-10-13,US,United States,management,Management,89.87
HiringLabSectoralPosting,2020-10-13,US,United States,mednurse,Nursing,106.71
HiringLabSectoralPosting,2020-10-13,US,United States,techsoftware,Software Development,77.21
HiringLabSectoralPosting,2020-10-14,US,United States,arts,Arts & Entertainment,68.47
HiringLabSectoralPosting,2020-10-14,US,United States,finance,Banking & Finance,86.92
HiringLabSectoralPosting,2020-10-14,US,United States,legal,Legal,73.96
HiringLabSectoralPosting,2020-10-14,US,United States,management,Management,89.81
HiringLabSectoralPosting,2020-10-14,US,United States,mednurse,Nursing,106.89
HiringLabSectoralPosting,2020-10-14,US,United States,techsoftware,Software Development,77.42
HiringLabSectoralPosting,2020-10-15,US,United States,arts,Arts & Entertainment,68.55
HiringLabSectoralPosting,2020-10-15,US,United States,finance,Banking & Finance,87.29
HiringLabSectoralPosting,2020-10-15,US,United States,legal,Legal,74.41
HiringLabSectoralPosting,2020-10-15,US,United States,management,Management,89.83
HiringLabSectoralPosting,2020-10-15,US,United States,mednurse,Nursing,107.2
HiringLabSectoralPosting,2020-10-15,US,United States,techsoftware,Software Development,77.71
HiringLabSectoralPosting,2020-10-16,US,United States,arts,Arts & Entertainment,68.41
HiringLabSectoralPosting,2020-10-16,US,United States,finance,Banking & Finance,87.51
HiringLabSectoralPosting,2020-10-16,US,United States,legal,Legal,74.74
HiringLabSectoralPosting,2020-10-16,US,United States,management,Management,89.96
HiringLabSectoralPosting,2020-10-16,US,United States,mednurse,Nursing,107.33
HiringLabSectoralPosting,2020-10-16,US,United States,techsoftware,Software Development,77.74
HiringLabSectoralPosting,2020-10-17,US,United States,arts,Arts & Entertainment,67.9
HiringLabSectoralPosting,2020-10-17,US,United States,finance,Banking & Finance,87.4
HiringLabSectoralPosting,2020-10-17,US,United States,legal,Legal,74.97
HiringLabSectoralPosting,2020-10-17,US,United States,management,Management,89.87
HiringLabSectoralPosting,2020-10-17,US,United States,mednurse,Nursing,107.56
HiringLabSectoralPosting,2020-10-17,US,United States,techsoftware,Software Development,77.91
HiringLabSectoralPosting,2020-10-18,US,United States,arts,Arts & Entertainment,67.74
HiringLabSectoralPosting,2020-10-18,US,United States,finance,Banking & Finance,87.31
HiringLabSectoralPosting,2020-10-18,US,United States,legal,Legal,75.24
HiringLabSectoralPosting,2020-10-18,US,United States,management,Management,89.83
HiringLabSectoralPosting,2020-10-18,US,United States,mednurse,Nursing,107.78
HiringLabSectoralPosting,2020-10-18,US,United States,techsoftware,Software Development,78.03
HiringLabSectoralPosting,2020-10-19,US,United States,arts,Arts & Entertainment,67.9
HiringLabSectoralPosting,2020-10-19,US,United States,finance,Banking & Finance,87.26
HiringLabSectoralPosting,2020-10-19,US,United States,legal,Legal,75.62
HiringLabSectoralPosting,2020-10-19,US,United States,management,Management,89.7
HiringLabSectoralPosting,2020-10-19,US,United States,mednurse,Nursing,108.05
HiringLabSectoralPosting,2020-10-19,US,United States,techsoftware,Software Development,78.29
HiringLabSectoralPosting,2020-10-20,US,United States,arts,Arts & Entertainment,67.99
HiringLabSectoralPosting,2020-10-20,US,United States,finance,Banking & Finance,87.29
HiringLabSectoralPosting,2020-10-20,US,United States,legal,Legal,76.04
HiringLabSectoralPosting,2020-10-20,US,United States,management,Management,89.74
HiringLabSectoralPosting,2020-10-20,US,United States,mednurse,Nursing,108.41
HiringLabSectoralPosting,2020-10-20,US,United States,techsoftware,Software Development,78.62
HiringLabSectoralPosting,2020-10-21,US,United States,arts,Arts & Entertainment,68.14
HiringLabSectoralPosting,2020-10-21,US,United States,finance,Banking & Finance,87.64
HiringLabSectoralPosting,2020-10-21,US,United States,legal,Legal,76.4
HiringLabSectoralPosting,2020-10-21,US,United States,management,Management,89.8
HiringLabSectoralPosting,2020-10-21,US,United States,mednurse,Nursing,108.89
HiringLabSectoralPosting,2020-10-21,US,United States,techsoftware,Software Development,78.91
HiringLabSectoralPosting,2020-10-22,US,United States,arts,Arts & Entertainment,68.07
HiringLabSectoralPosting,2020-10-22,US,United States,finance,Banking & Finance,87.85
HiringLabSectoralPosting,2020-10-22,US,United States,legal,Legal,76.7
HiringLabSectoralPosting,2020-10-22,US,United States,management,Management,89.73
HiringLabSectoralPosting,2020-10-22,US,United States,mednurse,Nursing,109.21
HiringLabSectoralPosting,2020-10-22,US,United States,techsoftware,Software Development,79.03
HiringLabSectoralPosting,2020-10-23,US,United States,arts,Arts & Entertainment,67.96
HiringLabSectoralPosting,2020-10-23,US,United States,finance,Banking & Finance,87.98
HiringLabSectoralPosting,2020-10-23,US,United States,legal,Legal,76.9
HiringLabSectoralPosting,2020-10-23,US,United States,management,Management,89.66
HiringLabSectoralPosting,2020-10-23,US,United States,mednurse,Nursing,109.59
HiringLabSectoralPosting,2020-10-23,US,United States,techsoftware,Software Development,79.3
HiringLabSectoralPosting,2020-10-24,US,United States,arts,Arts & Entertainment,68.35
HiringLabSectoralPosting,2020-10-24,US,United States,finance,Banking & Finance,88.57
HiringLabSectoralPosting,2020-10-24,US,United States,legal,Legal,77.14
HiringLabSectoralPosting,2020-10-24,US,United States,management,Management,89.82
HiringLabSectoralPosting,2020-10-24,US,United States,mednurse,Nursing,109.9
HiringLabSectoralPosting,2020-10-24,US,United States,techsoftware,Software Development,79.55
HiringLabSectoralPosting,2020-10-25,US,United States,arts,Arts & Entertainment,68.37
HiringLabSectoralPosting,2020-10-25,US,United States,finance,Banking & Finance,89.07
HiringLabSectoralPosting,2020-10-25,US,United States,legal,Legal,77.24
HiringLabSectoralPosting,2020-10-25,US,United States,management,Management,89.89
HiringLabSectoralPosting,2020-10-25,US,United States,mednurse,Nursing,110.2
HiringLabSectoralPosting,2020-10-25,US,United States,techsoftware,Software Development,79.75
HiringLabSectoralPosting,2020-10-26,US,United States,arts,Arts & Entertainment,68.13
HiringLabSectoralPosting,2020-10-26,US,United States,finance,Banking & Finance,89.71
HiringLabSectoralPosting,2020-10-26,US,United States,legal,Legal,77.16
HiringLabSectoralPosting,2020-10-26,US,United States,management,Management,89.99
HiringLabSectoralPosting,2020-10-26,US,United States,mednurse,Nursing,110.39
HiringLabSectoralPosting,2020-10-26,US,United States,techsoftware,Software Development,79.79
HiringLabSectoralPosting,2020-10-27,US,United States,arts,Arts & Entertainment,68.06
HiringLabSectoralPosting,2020-10-27,US,United States,finance,Banking & Finance,90.2
HiringLabSectoralPosting,2020-10-27,US,United States,legal,Legal,77.14
HiringLabSectoralPosting,2020-10-27,US,United States,management,Management,90.03
HiringLabSectoralPosting,2020-10-27,US,United States,mednurse,Nursing,110.57
HiringLabSectoralPosting,2020-10-27,US,United States,techsoftware,Software Development,79.86
HiringLabSectoralPosting,2020-10-28,US,United States,arts,Arts & Entertainment,67.97
HiringLabSectoralPosting,2020-10-28,US,United States,finance,Banking & Finance,90.55
HiringLabSectoralPosting,2020-10-28,US,United States,legal,Legal,77.09
HiringLabSectoralPosting,2020-10-28,US,United States,management,Management,90.02
HiringLabSectoralPosting,2020-10-28,US,United States,mednurse,Nursing,110.6
HiringLabSectoralPosting,2020-10-28,US,United States,techsoftware,Software Development,79.97
HiringLabSectoralPosting,2020-10-29,US,United States,arts,Arts & Entertainment,68.12
HiringLabSectoralPosting,2020-10-29,US,United States,finance,Banking & Finance,90.74
HiringLabSectoralPosting,2020-10-29,US,United States,legal,Legal,77.01
HiringLabSectoralPosting,2020-10-29,US,United States,management,Management,90.12
HiringLabSectoralPosting,2020-10-29,US,United States,mednurse,Nursing,110.59
HiringLabSectoralPosting,2020-10-29,US,United States,techsoftware,Software Development,80.03
HiringLabSectoralPosting,2020-10-30,US,United States,arts,Arts & Entertainment,68.39
HiringLabSectoralPosting,2020-10-30,US,United States,finance,Banking & Finance,90.98
HiringLabSectoralPosting,2020-10-30,US,United States,legal,Legal,77.02
HiringLabSectoralPosting,2020-10-30,US,United States,management,Management,90.15
HiringLabSectoralPosting,2020-10-30,US,United States,mednurse,Nursing,110.61
HiringLabSectoralPosting,2020-10-30,US,United States,techsoftware,Software Development,80.03
HiringLabSectoralPosting,2020-10-31,US,United States,arts,Arts & Entertainment,68.64
HiringLabSectoralPosting,2020-10-31,US,United States,finance,Banking & Finance,91.23
HiringLabSectoralPosting,2020-10-31,US,United States,legal,Legal,77.08
HiringLabSectoralPosting,2020-10-31,US,United States,management,Management,90.17
HiringLabSectoralPosting,2020-10-31,US,United States,mednurse,Nursing,110.53
HiringLabSectoralPosting,2020-10-31,US,United States,techsoftware,Software Development,80.13
HiringLabSectoralPosting,2020-11-01,US,United States,arts,Arts & Entertainment,69.09
HiringLabSectoralPosting,2020-11-01,US,United States,finance,Banking & Finance,91.43
HiringLabSectoralPosting,2020-11-01,US,United States,legal,Legal,77.24
HiringLabSectoralPosting,2020-11-01,US,United States,management,Management,90.37
HiringLabSectoralPosting,2020-11-01,US,United States,mednurse,Nursing,110.44
HiringLabSectoralPosting,2020-11-01,US,United States,techsoftware,Software Development,80.35
HiringLabSectoralPosting,2020-11-02,US,United States,arts,Arts & Entertainment,69.44
HiringLabSectoralPosting,2020-11-02,US,United States,finance,Banking & Finance,91.56
HiringLabSectoralPosting,2020-11-02,US,United States,legal,Legal,77.49
HiringLabSectoralPosting,2020-11-02,US,United States,management,Management,90.61
HiringLabSectoralPosting,2020-11-02,US,United States,mednurse,Nursing,110.37
HiringLabSectoralPosting,2020-11-02,US,United States,techsoftware,Software Development,80.67
HiringLabSectoralPosting,2020-11-03,US,United States,arts,Arts & Entertainment,69.74
HiringLabSectoralPosting,2020-11-03,US,United States,finance,Banking & Finance,91.56
HiringLabSectoralPosting,2020-11-03,US,United States,legal,Legal,77.59
HiringLabSectoralPosting,2020-11-03,US,United States,management,Management,90.72
HiringLabSectoralPosting,2020-11-03,US,United States,mednurse,Nursing,110.38
HiringLabSectoralPosting,2020-11-03,US,United States,techsoftware,Software Development,80.94
HiringLabSectoralPosting,2020-11-04,US,United States,arts,Arts & Entertainment,70.03
HiringLabSectoralPosting,2020-11-04,US,United States,finance,Banking & Finance,91.6
HiringLabSectoralPosting,2020-11-04,US,United States,legal,Legal,77.72
HiringLabSectoralPosting,2020-11-04,US,United States,management,Management,90.96
HiringLabSectoralPosting,2020-11-04,US,United States,mednurse,Nursing,110.35
HiringLabSectoralPosting,2020-11-04,US,United States,techsoftware,Software Development,81.19
HiringLabSectoralPosting,2020-11-05,US,United States,arts,Arts & Entertainment,70.12
HiringLabSectoralPosting,2020-11-05,US,United States,finance,Banking & Finance,91.78
HiringLabSectoralPosting,2020-11-05,US,United States,legal,Legal,77.74
HiringLabSectoralPosting,2020-11-05,US,United States,management,Management,91.11
HiringLabSectoralPosting,2020-11-05,US,United States,mednurse,Nursing,110.39
HiringLabSectoralPosting,2020-11-05,US,United States,techsoftware,Software Development,81.53
HiringLabSectoralPosting,2020-11-06,US,United States,arts,Arts & Entertainment,70.28
HiringLabSectoralPosting,2020-11-06,US,United States,finance,Banking & Finance,92.03
HiringLabSectoralPosting,2020-11-06,US,United States,legal,Legal,77.9
HiringLabSectoralPosting,2020-11-06,US,United States,management,Management,91.34
HiringLabSectoralPosting,2020-11-06,US,United States,mednurse,Nursing,110.46
HiringLabSectoralPosting,2020-11-06,US,United States,techsoftware,Software Development,81.97
HiringLabSectoralPosting,2020-11-07,US,United States,arts,Arts & Entertainment,70.34
HiringLabSectoralPosting,2020-11-07,US,United States,finance,Banking & Finance,92.06
HiringLabSectoralPosting,2020-11-07,US,United States,legal,Legal,77.92
HiringLabSectoralPosting,2020-11-07,US,United States,management,Management,91.54
HiringLabSectoralPosting,2020-11-07,US,United States,mednurse,Nursing,110.62
HiringLabSectoralPosting,2020-11-07,US,United States,techsoftware,Software Development,82.26
HiringLabSectoralPosting,2020-11-08,US,United States,arts,Arts & Entertainment,70.46
HiringLabSectoralPosting,2020-11-08,US,United States,finance,Banking & Finance,92.17
HiringLabSectoralPosting,2020-11-08,US,United States,legal,Legal,77.98
HiringLabSectoralPosting,2020-11-08,US,United States,management,Management,91.51
HiringLabSectoralPosting,2020-11-08,US,United States,mednurse,Nursing,110.83
HiringLabSectoralPosting,2020-11-08,US,United States,techsoftware,Software Development,82.52
HiringLabSectoralPosting,2020-11-09,US,United States,arts,Arts & Entertainment,70.56
HiringLabSectoralPosting,2020-11-09,US,United States,finance,Banking & Finance,92.2
HiringLabSectoralPosting,2020-11-09,US,United States,legal,Legal,77.91
HiringLabSectoralPosting,2020-11-09,US,United States,management,Management,91.54
HiringLabSectoralPosting,2020-11-09,US,United States,mednurse,Nursing,111
HiringLabSectoralPosting,2020-11-09,US,United States,techsoftware,Software Development,82.64
HiringLabSectoralPosting,2020-11-10,US,United States,arts,Arts & Entertainment,70.64
HiringLabSectoralPosting,2020-11-10,US,United States,finance,Banking & Finance,92.26
HiringLabSectoralPosting,2020-11-10,US,United States,legal,Legal,77.9
HiringLabSectoralPosting,2020-11-10,US,United States,management,Management,91.68
HiringLabSectoralPosting,2020-11-10,US,United States,mednurse,Nursing,111.06
HiringLabSectoralPosting,2020-11-10,US,United States,techsoftware,Software Development,82.87
HiringLabSectoralPosting,2020-11-11,US,United States,arts,Arts & Entertainment,70.71
HiringLabSectoralPosting,2020-11-11,US,United States,finance,Banking & Finance,92.28
HiringLabSectoralPosting,2020-11-11,US,United States,legal,Legal,77.82
HiringLabSectoralPosting,2020-11-11,US,United States,management,Management,91.76
HiringLabSectoralPosting,2020-11-11,US,United States,mednurse,Nursing,111.18
HiringLabSectoralPosting,2020-11-11,US,United States,techsoftware,Software Development,83.01
HiringLabSectoralPosting,2020-11-12,US,United States,arts,Arts & Entertainment,70.78
HiringLabSectoralPosting,2020-11-12,US,United States,finance,Banking & Finance,92.2
HiringLabSectoralPosting,2020-11-12,US,United States,legal,Legal,77.82
HiringLabSectoralPosting,2020-11-12,US,United States,management,Management,91.82
HiringLabSectoralPosting,2020-11-12,US,United States,mednurse,Nursing,111.3
HiringLabSectoralPosting,2020-11-12,US,United States,techsoftware,Software Development,83.19
HiringLabSectoralPosting,2020-11-13,US,United States,arts,Arts & Entertainment,70.85
HiringLabSectoralPosting,2020-11-13,US,United States,finance,Banking & Finance,91.73
HiringLabSectoralPosting,2020-11-13,US,United States,legal,Legal,77.93
HiringLabSectoralPosting,2020-11-13,US,United States,management,Management,91.85
HiringLabSectoralPosting,2020-11-13,US,United States,mednurse,Nursing,111.43
HiringLabSectoralPosting,2020-11-13,US,United States,techsoftware,Software Development,83.38
HiringLabSectoralPosting,2020-11-14,US,United States,arts,Arts & Entertainment,70.7
HiringLabSectoralPosting,2020-11-14,US,United States,finance,Banking & Finance,91.08
HiringLabSectoralPosting,2020-11-14,US,United States,legal,Legal,77.88
HiringLabSectoralPosting,2020-11-14,US,United States,management,Management,91.78
HiringLabSectoralPosting,2020-11-14,US,United States,mednurse,Nursing,111.51
HiringLabSectoralPosting,2020-11-14,US,United States,techsoftware,Software Development,83.53
HiringLabSectoralPosting,2020-11-15,US,United States,arts,Arts & Entertainment,71.16
HiringLabSectoralPosting,2020-11-15,US,United States,finance,Banking & Finance,90.96
HiringLabSectoralPosting,2020-11-15,US,United States,legal,Legal,78.17
HiringLabSectoralPosting,2020-11-15,US,United States,management,Management,91.93
HiringLabSectoralPosting,2020-11-15,US,United States,mednurse,Nursing,111.63
HiringLabSectoralPosting,2020-11-15,US,United States,techsoftware,Software Development,83.87
HiringLabSectoralPosting,2020-11-16,US,United States,arts,Arts & Entertainment,71.33
HiringLabSectoralPosting,2020-11-16,US,United States,finance,Banking & Finance,90.83
HiringLabSectoralPosting,2020-11-16,US,United States,legal,Legal,78.62
HiringLabSectoralPosting,2020-11-16,US,United States,management,Management,91.9
HiringLabSectoralPosting,2020-11-16,US,United States,mednurse,Nursing,111.71
HiringLabSectoralPosting,2020-11-16,US,United States,techsoftware,Software Development,84.34
HiringLabSectoralPosting,2020-11-17,US,United States,arts,Arts & Entertainment,71.41
HiringLabSectoralPosting,2020-11-17,US,United States,finance,Banking & Finance,90.62
HiringLabSectoralPosting,2020-11-17,US,United States,legal,Legal,79.01
HiringLabSectoralPosting,2020-11-17,US,United States,management,Management,91.96
HiringLabSectoralPosting,2020-11-17,US,United States,mednurse,Nursing,111.81
HiringLabSectoralPosting,2020-11-17,US,United States,techsoftware,Software Development,84.67
HiringLabSectoralPosting,2020-11-18,US,United States,arts,Arts & Entertainment,71.53
HiringLabSectoralPosting,2020-11-18,US,United States,finance,Banking & Finance,90.59
HiringLabSectoralPosting,2020-11-18,US,United States,legal,Legal,79.6
HiringLabSectoralPosting,2020-11-18,US,United States,management,Management,91.98
HiringLabSectoralPosting,2020-11-18,US,United States,mednurse,Nursing,112.04
HiringLabSectoralPosting,2020-11-18,US,United States,techsoftware,Software Development,85.2
HiringLabSectoralPosting,2020-11-19,US,United States,arts,Arts & Entertainment,71.73
HiringLabSectoralPosting,2020-11-19,US,United States,finance,Banking & Finance,90.65
HiringLabSectoralPosting,2020-11-19,US,United States,legal,Legal,80.13
HiringLabSectoralPosting,2020-11-19,US,United States,management,Management,92.03
HiringLabSectoralPosting,2020-11-19,US,United States,mednurse,Nursing,112.29
HiringLabSectoralPosting,2020-11-19,US,United States,techsoftware,Software Development,85.67
HiringLabSectoralPosting,2020-11-20,US,United States,arts,Arts & Entertainment,71.89
HiringLabSectoralPosting,2020-11-20,US,United States,finance,Banking & Finance,91.19
HiringLabSectoralPosting,2020-11-20,US,United States,legal,Legal,80.46
HiringLabSectoralPosting,2020-11-20,US,United States,management,Management,92.04
HiringLabSectoralPosting,2020-11-20,US,United States,mednurse,Nursing,112.56
HiringLabSectoralPosting,2020-11-20,US,United States,techsoftware,Software Development,86.1
HiringLabSectoralPosting,2020-11-21,US,United States,arts,Arts & Entertainment,72.27
HiringLabSectoralPosting,2020-11-21,US,United States,finance,Banking & Finance,91.95
HiringLabSectoralPosting,2020-11-21,US,United States,legal,Legal,80.98
HiringLabSectoralPosting,2020-11-21,US,United States,management,Management,92.18
HiringLabSectoralPosting,2020-11-21,US,United States,mednurse,Nursing,112.73
HiringLabSectoralPosting,2020-11-21,US,United States,techsoftware,Software Development,86.57
